OrderID,ProductID,Quantity,LineTotal,Category,Region,Country,OrderStatus,TotalAmount
ORD00000035,PROD00165,1,148.31,Books,North,Australia,Completed,4.09
ORD00000036,PROD00219,1,331.26,Automotive,Central,Germany,Completed,453.89
ORD00000036,PROD00219,1,53.24,Pet Supplies,Central,Germany,Completed,453.89
ORD00000036,PROD00219,2,98.28,Books,Central,Germany,Completed,453.89
ORD00000036,PROD00219,4,386.04,Office Supplies,Central,Germany,Completed,453.89
ORD00000036,PROD00219,1,108.38,Office Supplies,Central,Germany,Completed,453.89
ORD00000037,PROD00235,3,167.84,Pet Supplies,East,Japan,Completed,142.54
ORD00000037,PROD00235,1,139.8,Books,East,Japan,Completed,142.54
ORD00000038,PROD00462,5,450.54,Electronics,West,UK,Completed,73.57
ORD00000038,PROD00462,2,1132.6,Books,West,UK,Completed,73.57
ORD00000038,PROD00462,1,636.89,Automotive,West,UK,Completed,73.57
ORD00000039,PROD00360,4,269.2,Electronics,West,Japan,Cancelled,40.18
ORD00000039,PROD00360,1,116.93,Books,West,Japan,Cancelled,40.18
ORD00000039,PROD00360,1,56.1,Sports,West,Japan,Cancelled,40.18
ORD00000040,PROD00371,2,39.22,Fashion,West,USA,Completed,120.84
ORD00000040,PROD00371,1,52.43,Automotive,West,USA,Completed,120.84
ORD00000041,PROD00336,4,878.15,Office Supplies,Central,India,Completed,47.39
ORD00000041,PROD00336,1,84.77,Books,Central,India,Completed,47.39
ORD00000042,PROD00083,3,525.28,Sports,West,Japan,Completed,53.57
ORD00000042,PROD00083,5,421.22,Toys,West,Japan,Completed,53.57
ORD00000042,PROD00083,3,316.41,Books,West,Japan,Completed,53.57
ORD00000042,PROD00083,1,63.59,Pet Supplies,West,Japan,Completed,53.57
ORD00000042,PROD00083,1,471.13,Fashion,West,Japan,Completed,53.57
ORD00000043,PROD00255,1,79.54,Books,North,UK,Completed,91.19
ORD00000044,PROD00366,1,105.29,Fashion,Central,France,Completed,69.21
ORD00000044,PROD00366,1,66.94,Home & Kitchen,Central,France,Completed,69.21
ORD00000045,PROD00033,1,163.82,Beauty,North,India,Completed,26.16
ORD00000046,PROD00331,1,54.05,Books,South,Germany,Completed,114.4
ORD00000046,PROD00331,1,347.13,Fashion,South,Germany,Completed,114.4
ORD00000047,PROD00094,1,131.45,Home & Kitchen,North,Japan,Completed,154.43
ORD00000048,PROD00461,2,424.98,Sports,North,Australia,Completed,177.29
ORD00000048,PROD00461,5,709.17,Automotive,North,Australia,Completed,177.29
ORD00000048,PROD00461,1,194.75,Pet Supplies,North,Australia,Completed,177.29
ORD00000049,PROD00288,5,742.81,Books,South,Canada,Completed,102
ORD00000049,PROD00288,1,143.08,Beauty,South,Canada,Completed,102
ORD00000049,PROD00288,1,132.9,Electronics,South,Canada,Completed,102
ORD00000050,PROD00188,1,453.58,Pet Supplies,West,Japan,Completed,26.53
ORD00000051,PROD00271,4,702.64,Office Supplies,East,Japan,Completed,22.93
ORD00000051,PROD00271,1,322,Electronics,East,Japan,Completed,22.93
ORD00000052,PROD00168,1,176.75,Fashion,East,USA,Completed,349.44
ORD00000053,PROD00161,2,165.38,Beauty,South,India,Completed,213.44
ORD00000053,PROD00161,1,107.69,Beauty,South,India,Completed,213.44
ORD00000054,PROD00420,4,791.36,Books,North,Australia,Completed,221.26
ORD00000054,PROD00420,1,120.22,Home & Kitchen,North,Australia,Completed,221.26
ORD00000055,PROD00485,5,435.85,Beauty,East,Australia,Completed,1.94
ORD00000055,PROD00485,1,51.89,Office Supplies,East,Australia,Completed,1.94
ORD00000055,PROD00485,1,126.22,Automotive,East,Australia,Completed,1.94
ORD00000055,PROD00485,1,110.81,Sports,East,Australia,Completed,1.94
ORD00000056,PROD00183,2,265.79,Electronics,East,Canada,Completed,220.07
ORD00000056,PROD00183,2,66.87,Beauty,East,Canada,Completed,220.07
ORD00000056,PROD00183,1,106.83,Books,East,Canada,Completed,220.07
ORD00000057,PROD00341,2,272.59,Sports,Central,France,Completed,5.53
ORD00000057,PROD00341,1,151.44,Books,Central,France,Completed,5.53
ORD00000058,PROD00134,2,598.07,Automotive,Central,USA,Shipped,73.25
ORD00000058,PROD00134,5,284.45,Books,Central,USA,Shipped,73.25
ORD00000058,PROD00134,1,54.04,Toys,Central,USA,Shipped,73.25
ORD00000059,PROD00052,2,116.33,Beauty,East,USA,Returned,477.53
ORD00000059,PROD00052,4,376.62,Toys,East,USA,Returned,477.53
ORD00000059,PROD00052,1,46,Home & Kitchen,East,USA,Returned,477.53
ORD00000060,PROD00028,3,616.11,Sports,South,France,Completed,1204.86
ORD00000060,PROD00028,14,570.5,Books,South,France,Completed,1204.86
ORD00000061,PROD00145,5,479.02,Home & Kitchen,West,India,Completed,235.51
ORD00000061,PROD00145,3,350.79,Books,West,India,Completed,235.51
ORD00000061,PROD00145,1,81.02,Sports,West,India,Completed,235.51
ORD00000062,PROD00134,1,332.26,Automotive,Central,France,Completed,215.64
ORD00000063,PROD00293,2,176.99,Electronics,West,France,Completed,626.11
ORD00000063,PROD00293,3,276.08,Beauty,West,France,Completed,626.11
ORD00000063,PROD00293,3,231.54,Toys,West,France,Completed,626.11
ORD00000063,PROD00293,1,173.91,Automotive,West,France,Completed,626.11
ORD00000064,PROD00040,5,484.35,Beauty,South,Australia,Completed,297.79
ORD00000064,PROD00040,5,2888.43,Home & Kitchen,South,Australia,Completed,297.79
ORD00000064,PROD00040,1,81.3,Fashion,South,Australia,Completed,297.79
ORD00000065,PROD00167,4,344.34,Fashion,North,UK,Completed,23.99
ORD00000065,PROD00167,1,73.97,Beauty,North,UK,Completed,23.99
ORD00000065,PROD00167,1,168.79,Fashion,North,UK,Completed,23.99
ORD00000065,PROD00167,1,62.69,Office Supplies,North,UK,Completed,23.99
ORD00000066,PROD00015,5,264.43,Books,West,Australia,Completed,289.61
ORD00000067,PROD00291,3,336.33,Beauty,Central,USA,Completed,83.27
ORD00000067,PROD00291,1,205.44,Automotive,Central,USA,Completed,83.27
ORD00000067,PROD00291,4,1117.58,Office Supplies,Central,USA,Completed,83.27
ORD00000067,PROD00291,1,374.66,Automotive,Central,USA,Completed,83.27
ORD00000067,PROD00291,1,172.48,Home & Kitchen,Central,USA,Completed,83.27
ORD00000068,PROD00053,5,395.6,Fashion,Central,Japan,Completed,92.96
ORD00000068,PROD00053,5,475.05,Automotive,Central,Japan,Completed,92.96
ORD00000068,PROD00053,2,296.06,Books,Central,Japan,Completed,92.96
ORD00000068,PROD00053,1,47.79,Sports,Central,Japan,Completed,92.96
ORD00000068,PROD00053,1,307.05,Home & Kitchen,Central,Japan,Completed,92.96
ORD00000069,PROD00206,1,135.2,Books,South,India,Completed,83.68
ORD00000069,PROD00206,1,55.19,Automotive,South,India,Completed,83.68
ORD00000070,PROD00169,3,125.58,Office Supplies,South,France,Completed,318.22
ORD00000070,PROD00169,1,28.26,Home & Kitchen,South,France,Completed,318.22
ORD00000070,PROD00169,3,155.84,Office Supplies,South,France,Completed,318.22
ORD00000071,PROD00387,5,746.5,Automotive,Central,USA,Completed,81.38
ORD00000071,PROD00387,4,1516.92,Office Supplies,Central,USA,Completed,81.38
ORD00000071,PROD00387,5,423.85,Books,Central,USA,Completed,81.38
ORD00000071,PROD00387,5,2355.67,Fashion,Central,USA,Completed,81.38
ORD00000071,PROD00387,1,122.39,Books,Central,USA,Completed,81.38
ORD00000072,PROD00417,2,80.62,Beauty,West,France,Completed,23.11
ORD00000072,PROD00417,1,61.35,Books,West,France,Completed,23.11
ORD00000072,PROD00417,2,107.08,Fashion,West,France,Completed,23.11
ORD00000072,PROD00417,1,87.55,Fashion,West,France,Completed,23.11
ORD00000072,PROD00417,1,70.56,Toys,West,France,Completed,23.11
ORD00000073,PROD00233,2,148.1,Sports,West,Japan,Cancelled,246.2
ORD00000074,PROD00174,3,80.54,Toys,South,Canada,Completed,531.57
ORD00000074,PROD00174,3,404.49,Toys,South,Canada,Completed,531.57
ORD00000075,PROD00326,4,1501.42,Beauty,Central,India,Completed,328.59
ORD00000075,PROD00326,4,413.56,Sports,Central,India,Completed,328.59
ORD00000075,PROD00326,1,101.09,Sports,Central,India,Completed,328.59
ORD00000076,PROD00149,2,369.74,Fashion,North,USA,Completed,106.13
ORD00000076,PROD00149,1,100.31,Beauty,North,USA,Completed,106.13
ORD00000077,PROD00095,5,205.74,Beauty,East,France,Completed,372.61
ORD00000077,PROD00095,3,260.37,Office Supplies,East,France,Completed,372.61
ORD00000077,PROD00095,1,87.55,Automotive,East,France,Completed,372.61
ORD00000078,PROD00186,1,91.8,Fashion,East,India,Completed,174.24
ORD00000079,PROD00423,4,411.36,Beauty,Central,Japan,Completed,60.89
ORD00000079,PROD00423,3,483.07,Office Supplies,Central,Japan,Completed,60.89
ORD00000079,PROD00423,2,201.17,Books,Central,Japan,Completed,60.89
ORD00000079,PROD00423,1,209.92,Toys,Central,Japan,Completed,60.89
ORD00000080,PROD00209,1,295.78,Beauty,East,Japan,Completed,13.79
ORD00000081,PROD00215,4,713.73,Toys,East,Germany,Completed,546.31
ORD00000081,PROD00215,3,221.61,Books,East,Germany,Completed,546.31
ORD00000081,PROD00215,3,960.48,Books,East,Germany,Completed,546.31
ORD00000081,PROD00215,1,192.55,Books,East,Germany,Completed,546.31
ORD00000082,PROD00235,4,235.56,Pet Supplies,East,Australia,Completed,265.56
ORD00000083,PROD00161,2,165.38,Beauty,North,Germany,Completed,1201.61
ORD00000083,PROD00161,2,81.41,Beauty,North,Germany,Completed,1201.61
ORD00000083,PROD00161,7,924.35,Pet Supplies,North,Germany,Completed,1201.61
ORD00000084,PROD00408,5,1027.55,Sports,South,USA,Completed,374.62
ORD00000084,PROD00408,3,445.47,Automotive,South,USA,Completed,374.62
ORD00000084,PROD00408,1,122.97,Home & Kitchen,South,USA,Completed,374.62
ORD00000084,PROD00408,1,190.69,Toys,South,USA,Completed,374.62
ORD00000085,PROD00416,9,276.39,Toys,South,UK,Completed,293.71
ORD00000086,PROD00412,2,1132.6,Books,East,UK,Completed,239.66
ORD00000086,PROD00412,5,2724.03,Fashion,East,UK,Completed,239.66
ORD00000086,PROD00412,1,100.12,Electronics,East,UK,Completed,239.66
ORD00000087,PROD00331,5,284.45,Books,West,Canada,Completed,8.37
ORD00000087,PROD00331,3,253.89,Home & Kitchen,West,Canada,Completed,8.37
ORD00000087,PROD00331,1,83.78,Beauty,West,Canada,Completed,8.37
ORD00000088,PROD00086,1,41.98,Office Supplies,West,Australia,Completed,57.35
ORD00000088,PROD00086,5,592.05,Sports,West,Australia,Completed,57.35
ORD00000088,PROD00086,2,148.54,Toys,West,Australia,Completed,57.35
ORD00000088,PROD00086,2,212.53,Electronics,West,Australia,Completed,57.35
ORD00000088,PROD00086,1,104.03,Books,West,Australia,Completed,57.35
ORD00000089,PROD00414,1,270.73,Pet Supplies,Central,UK,Pending,90.01
ORD00000089,PROD00414,3,400.92,Automotive,Central,UK,Pending,90.01
ORD00000089,PROD00414,1,94.74,Books,Central,UK,Pending,90.01
ORD00000090,PROD00458,3,225.21,Pet Supplies,South,UK,Completed,67.47
ORD00000090,PROD00458,3,426,Sports,South,UK,Completed,67.47
ORD00000090,PROD00458,5,315.65,Toys,South,UK,Completed,67.47
ORD00000090,PROD00458,1,90.39,Automotive,South,UK,Completed,67.47
ORD00000091,PROD00019,3,303.21,Beauty,West,France,Completed,68.18
ORD00000091,PROD00019,3,152.16,Pet Supplies,West,France,Completed,68.18
ORD00000091,PROD00019,1,264.27,Beauty,West,France,Completed,68.18
ORD00000091,PROD00019,1,48.51,Sports,West,France,Completed,68.18
ORD00000092,PROD00361,3,345.45,Fashion,Central,Australia,Completed,474.25
ORD00000092,PROD00361,5,581.35,Books,Central,Australia,Completed,474.25
ORD00000092,PROD00361,5,203.75,Books,Central,Australia,Completed,474.25
ORD00000092,PROD00361,2,68.53,Beauty,Central,Australia,Completed,474.25
ORD00000092,PROD00361,1,87.55,Beauty,Central,Australia,Completed,474.25
ORD00000093,PROD00450,1,224.5,Toys,South,USA,Completed,22.6
ORD00000093,PROD00450,3,188.07,Office Supplies,South,USA,Completed,22.6
ORD00000093,PROD00450,4,689.76,Beauty,South,USA,Completed,22.6
ORD00000093,PROD00450,1,174.68,Sports,South,USA,Completed,22.6
ORD00000094,PROD00263,4,185.74,Office Supplies,East,UK,Completed,110.88
ORD00000094,PROD00263,3,169.26,Office Supplies,East,UK,Completed,110.88
ORD00000094,PROD00263,1,88.52,Office Supplies,East,UK,Completed,110.88
ORD00000095,PROD00401,4,762.76,Toys,West,France,Completed,7.94
ORD00000095,PROD00401,1,76.21,Pet Supplies,West,France,Completed,7.94
ORD00000096,PROD00373,5,578.85,Home & Kitchen,East,Germany,Completed,100.32
ORD00000096,PROD00373,5,217.7,Office Supplies,East,Germany,Completed,100.32
ORD00000096,PROD00373,1,374.66,Automotive,East,Germany,Completed,100.32
ORD00000097,PROD00479,5,592.05,Sports,West,Australia,Completed,639.52
ORD00000097,PROD00479,1,77.18,Toys,West,Australia,Completed,639.52
ORD00000097,PROD00479,1,433.45,Sports,West,Australia,Completed,639.52
ORD00000098,PROD00172,2,208.07,Fashion,West,India,Completed,309.29
ORD00000099,PROD00365,2,111.06,Pet Supplies,East,India,Pending,1024.24
ORD00000099,PROD00365,2,694.26,Fashion,East,India,Pending,1024.24
ORD00000099,PROD00365,5,390.56,Office Supplies,East,India,Pending,1024.24
ORD00000099,PROD00365,1,105.88,Sports,East,India,Pending,1024.24
ORD00000100,PROD00468,5,640,Home & Kitchen,Central,France,Returned,99.12
ORD00000100,PROD00468,3,602.23,Toys,Central,France,Returned,99.12
ORD00000100,PROD00468,4,273.72,Beauty,Central,France,Returned,99.12
ORD00000100,PROD00468,1,172.57,Fashion,Central,France,Returned,99.12
ORD00000101,PROD00129,1,235.62,Beauty,North,USA,Completed,132.89
ORD00000102,PROD00047,1,48.76,Fashion,Central,Canada,Completed,72.07
ORD00000102,PROD00047,3,1201.38,Home & Kitchen,Central,Canada,Completed,72.07
ORD00000102,PROD00047,4,163,Books,Central,Canada,Completed,72.07
ORD00000102,PROD00047,1,312.42,Fashion,Central,Canada,Completed,72.07
ORD00000103,PROD00011,3,828.69,Sports,West,Australia,Pending,111.75
ORD00000103,PROD00011,1,133.57,Books,West,Australia,Pending,111.75
ORD00000103,PROD00011,3,263.07,Office Supplies,West,Australia,Pending,111.75
ORD00000103,PROD00011,4,482.8,Pet Supplies,West,Australia,Pending,111.75
ORD00000103,PROD00011,1,43.01,Office Supplies,West,Australia,Pending,111.75
ORD00000104,PROD00180,2,209.75,Automotive,North,Canada,Completed,825.43
ORD00000104,PROD00180,2,599.36,Pet Supplies,North,Canada,Completed,825.43
ORD00000105,PROD00368,1,205.06,Home & Kitchen,West,Canada,Completed,298.99
ORD00000106,PROD00221,1,110.15,Books,North,France,Completed,314.84
ORD00000106,PROD00221,4,621.95,Fashion,North,France,Completed,314.84
ORD00000106,PROD00221,1,53.66,Home & Kitchen,North,France,Completed,314.84
ORD00000106,PROD00221,1,61.05,Office Supplies,North,France,Completed,314.84
ORD00000107,PROD00366,1,100.03,Fashion,Central,India,Completed,24.54
ORD00000107,PROD00366,4,718.45,Toys,Central,India,Completed,24.54
ORD00000107,PROD00366,4,340.4,Fashion,Central,India,Completed,24.54
ORD00000107,PROD00366,1,112.57,Automotive,Central,India,Completed,24.54
ORD00000108,PROD00480,5,674.5,Sports,South,India,Completed,387.67
ORD00000108,PROD00480,1,82.06,Office Supplies,South,India,Completed,387.67
ORD00000108,PROD00480,5,381.48,Automotive,South,India,Completed,387.67
ORD00000108,PROD00480,3,376.52,Office Supplies,South,India,Completed,387.67
ORD00000108,PROD00480,1,310.44,Office Supplies,South,India,Completed,387.67
ORD00000109,PROD00229,1,82.63,Home & Kitchen,Central,Germany,Completed,15.73
ORD00000109,PROD00229,5,1592.1,Home & Kitchen,Central,Germany,Completed,15.73
ORD00000109,PROD00229,2,206.78,Sports,Central,Germany,Completed,15.73
ORD00000109,PROD00229,4,275.65,Pet Supplies,Central,Germany,Completed,15.73
ORD00000109,PROD00229,1,203.18,Fashion,Central,Germany,Completed,15.73
ORD00000110,PROD00449,12,803.25,Home & Kitchen,South,UK,Completed,1011.95
ORD00000111,PROD00278,2,235.86,Automotive,East,Australia,Completed,40.19
ORD00000111,PROD00278,1,125.5,Office Supplies,East,Australia,Completed,40.19
ORD00000112,PROD00309,5,491.25,Automotive,South,USA,Pending,31.21
ORD00000112,PROD00309,2,388.06,Automotive,South,USA,Pending,31.21
ORD00000112,PROD00309,1,74.09,Beauty,South,USA,Pending,31.21
ORD00000112,PROD00309,1,433.45,Sports,South,USA,Pending,31.21
ORD00000113,PROD00039,2,183.37,Office Supplies,Central,Japan,Completed,228.68
ORD00000114,PROD00003,5,373.2,Sports,West,Japan,Completed,1021.9
ORD00000114,PROD00003,6,638.1,Books,West,Japan,Completed,1021.9
ORD00000115,PROD00167,2,181.74,Fashion,West,UK,Completed,9.08
ORD00000115,PROD00167,5,307.94,Pet Supplies,West,UK,Completed,9.08
ORD00000115,PROD00167,1,120.9,Office Supplies,West,UK,Completed,9.08
ORD00000116,PROD00360,1,57.2,Electronics,North,UK,Pending,177.16
ORD00000116,PROD00360,1,299.03,Automotive,North,UK,Pending,177.16
ORD00000117,PROD00394,3,526.23,Office Supplies,South,France,Completed,582.12
ORD00000117,PROD00394,4,1241.76,Office Supplies,South,France,Completed,582.12
ORD00000117,PROD00394,3,307.79,Pet Supplies,South,France,Completed,582.12
ORD00000117,PROD00394,1,108.69,Pet Supplies,South,France,Completed,582.12
ORD00000118,PROD00049,4,433.5,Office Supplies,West,Australia,Cancelled,137.55
ORD00000118,PROD00049,1,86.09,Fashion,West,Australia,Cancelled,137.55
ORD00000119,PROD00487,5,881.8,Beauty,East,Australia,Completed,40.38
ORD00000119,PROD00487,4,2265.2,Books,East,Australia,Completed,40.38
ORD00000119,PROD00487,1,97.49,Fashion,East,Australia,Completed,40.38
ORD00000119,PROD00487,1,206.21,Pet Supplies,East,Australia,Completed,40.38
ORD00000120,PROD00497,1,73.87,Books,Central,Japan,Completed,84.04
ORD00000121,PROD00059,1,87.55,Automotive,Central,France,Completed,165.66
ORD00000121,PROD00059,2,233.86,Books,Central,France,Completed,165.66
ORD00000121,PROD00059,1,679.63,Home & Kitchen,Central,France,Completed,165.66
ORD00000122,PROD00095,4,173.74,Beauty,Central,Germany,Completed,267.58
ORD00000122,PROD00095,1,500.27,Fashion,Central,Germany,Completed,267.58
ORD00000122,PROD00095,2,1007.96,Pet Supplies,Central,Germany,Completed,267.58
ORD00000122,PROD00095,1,285.15,Home & Kitchen,Central,Germany,Completed,267.58
ORD00000123,PROD00472,2,302.88,Books,East,Japan,Shipped,305.4
ORD00000124,PROD00461,4,849.96,Sports,East,India,Completed,73.32
ORD00000124,PROD00461,5,3398.15,Home & Kitchen,East,India,Completed,73.32
ORD00000124,PROD00461,1,193.1,Toys,East,India,Completed,73.32
ORD00000125,PROD00209,4,1245.4,Beauty,West,France,Completed,1170.33
ORD00000125,PROD00209,5,662.45,Fashion,West,France,Completed,1170.33
ORD00000125,PROD00209,1,125.83,Books,West,France,Completed,1170.33
ORD00000126,PROD00397,3,302.02,Electronics,North,Germany,Completed,85.38
ORD00000126,PROD00397,1,112.61,Home & Kitchen,North,Germany,Completed,85.38
ORD00000127,PROD00185,4,389.32,Sports,East,Germany,Completed,9.09
ORD00000127,PROD00185,2,120.82,Pet Supplies,East,Germany,Completed,9.09
ORD00000127,PROD00185,5,314.37,Beauty,East,Germany,Completed,9.09
ORD00000127,PROD00185,1,62.86,Home & Kitchen,East,Germany,Completed,9.09
ORD00000128,PROD00388,4,532.91,Books,Central,Germany,Completed,52.13
ORD00000128,PROD00388,1,116.85,Beauty,Central,Germany,Completed,52.13
ORD00000129,PROD00299,2,130.57,Pet Supplies,South,Japan,Completed,61.85
ORD00000129,PROD00299,2,648.22,Home & Kitchen,South,Japan,Completed,61.85
ORD00000129,PROD00299,5,569.29,Toys,South,Japan,Completed,61.85
ORD00000129,PROD00299,1,68.43,Pet Supplies,South,Japan,Completed,61.85
ORD00000130,PROD00476,4,296.88,Beauty,East,Australia,Completed,73.41
ORD00000130,PROD00476,1,50.06,Books,East,Australia,Completed,73.41
ORD00000131,PROD00254,4,212.95,Pet Supplies,East,Japan,Cancelled,1089.06
ORD00000131,PROD00254,8,786,Automotive,East,Japan,Cancelled,1089.06
ORD00000132,PROD00129,1,248.02,Beauty,North,Germany,Completed,377.24
ORD00000132,PROD00129,5,130.52,Toys,North,Germany,Completed,377.24
ORD00000132,PROD00129,1,93.58,Books,North,Germany,Completed,377.24
ORD00000132,PROD00129,1,280.45,Sports,North,Germany,Completed,377.24
ORD00000133,PROD00048,2,131.56,Fashion,Central,UK,Completed,65.11
ORD00000133,PROD00048,1,544.81,Fashion,Central,UK,Completed,65.11
ORD00000133,PROD00048,4,1628.24,Home & Kitchen,Central,UK,Completed,65.11
